Recency,Frequency,Monetary,Cluster,pca1,pca2,Segment
11,1,247.32,3,-0.5272157618369103,-1.9386746563301591,New Active Buyers
16,2,979.12,3,0.5046345139770114,-1.0608933608866375,New Active Buyers
66,1,373.94,3,-0.8703340344532405,-0.7782010376166373,New Active Buyers
60,1,397.97999999999996,3,-0.8059734188537795,-0.811309059092275,New Active Buyers
71,1,743.53,3,-0.5239999049248792,-0.4909869816097011,New Active Buyers
122,1,674.7,0,-0.75236577549931,-0.2100353767844448,Dormant Low Spenders
80,1,768.24,3,-0.5451097212020749,-0.4099287181672189,New Active Buyers
257,5,3838.36,1,1.0407598725783969,1.341161832573164,Active Mid Spenders
269,1,439.03,0,-1.2421680134923982,0.1002164976491405,Dormant Low Spenders
64,2,1043.31,3,0.09795358023560344,-0.24793260426055452,New Active Buyers
432,4,1553.65,1,0.2004469416873943,1.2415567159214151,Active Mid Spenders
472,2,1450.5,1,-0.3769176044015213,1.039103072168379,Active Mid Spenders
18,3,1723.86,3,1.0608743481985257,-0.6641025139133082,New Active Buyers
71,1,134.95999999999998,0,-1.4411250628605237,-1.0977899427352662,Dormant Low Spenders
34,2,2225.37,3,0.7097607716138757,-0.34256890002896584,New Active Buyers
50,1,56.160000000000004,0,-1.7951221868985046,-1.6102183850444398,Dormant Low Spenders
432,1,510.20000000000005,0,-1.3165767254440168,0.43204105472600046,Dormant Low Spenders
257,4,1121.5,1,0.19499523399190657,0.8202153936125082,Active Mid Spenders
366,1,616.5600000000001,0,-1.1602637500667472,0.40204099219426265,Dormant Low Spenders
372,1,1509.74,1,-0.683094041228138,0.7308368625560095,Active Mid Spenders
505,2,2297.66,1,-0.15112843080237448,1.2429037393418458,Active Mid Spenders
90,1,378.64,0,-0.9642639854885999,-0.5933384222402351,Dormant Low Spenders
415,2,422.8,0,-0.9987065897542575,0.5241061082628752,Dormant Low Spenders
89,2,1792.23,1,0.28258652307285337,0.1367722404138463,Active Mid Spenders
99,3,1019.76,1,0.23197934939660744,0.12731942512209507,Active Mid Spenders
397,2,1552.88,1,-0.2834014882015347,0.9616910575251515,Active Mid Spenders
26,3,572.56,3,0.35149899783488714,-0.8499491175165682,New Active Buyers
433,1,62.4,0,-2.443141437746798,-0.31147355123334464,Dormant Low Spenders
281,5,1387.58,1,0.46297637854948837,1.0306407738694006,Active Mid Spenders
544,1,305.28000000000003,0,-1.66849614349039,0.38479724569241774,Dormant Low Spenders
330,1,534.57,0,-1.203152654908978,0.2903691381389931,Dormant Low Spenders
414,2,835.46,1,-0.6311947372919496,0.7653234408652518,Active Mid Spenders
417,1,189.44,0,-1.8375643347186512,0.05889277331895886,Dormant Low Spenders
131,3,1185.65,1,0.22193157869917265,0.34465984896675117,Active Mid Spenders
11,3,797.96,3,0.7968536525255246,-1.2095306747426844,New Active Buyers
75,1,544.08,3,-0.7099577293885218,-0.5704028797866821,New Active Buyers
204,1,59.8,0,-2.2191610626585394,-0.7683947410536474,Dormant Low Spenders
677,1,91.14,0,-2.388155282244405,0.0848151014617662,Dormant Low Spenders
584,4,1131.45,1,-0.06936778796263382,1.3057775295770995,Active Mid Spenders
185,3,1180.23,1,0.10672309993284802,0.5451155579826104,Active Mid Spenders
29,2,1360.99,3,0.49538037182887756,-0.6087767267911767,New Active Buyers
73,10,3191.87,2,1.9585557920134542,0.8123560958169923,Premium Loyalists
192,2,670.34,1,-0.4981230612162455,0.2357052764669322,Active Mid Spenders
464,3,275.4,0,-0.9778988340403205,0.5667379177056,Dormant Low Spenders
583,1,310.83,0,-1.681530915403764,0.4319338873953409,Dormant Low Spenders
127,4,1535.13,1,0.5946198240139271,0.5191239650741537,Active Mid Spenders
18,3,229.5,3,-0.024670496831760667,-1.382337992134911,New Active Buyers
1,2,252.49,3,0.47875269644738655,-2.8045853493856185,New Active Buyers
74,6,1213.811,2,0.98054628072963,0.2718945479318709,Premium Loyalists
427,2,568.92,1,-0.8482780254058989,0.6465782768549558,Active Mid Spenders
579,3,2244.7,1,0.07937267315801513,1.4445581383169817,Active Mid Spenders
24,9,2201.96,2,2.019736462941834,-0.0024757847991538143,Premium Loyalists
107,1,213.55,0,-1.328370485255751,-0.6960653621557948,Dormant Low Spenders
620,1,487.34999999999997,0,-1.4597820114274638,0.6282116515992757,Dormant Low Spenders
640,6,429.44,1,-0.2843830916337679,1.1659567468571763,Active Mid Spenders
134,6,2494.14,1,1.175526288537108,0.8751162452858584,Active Mid Spenders
473,4,800.67,1,-0.18651732971653526,1.0585165215774974,Active Mid Spenders
44,3,940.8000000000001,3,0.4510561424020797,-0.3719534265202201,New Active Buyers
5,6,1669.49,2,1.982653603208693,-1.1027885747169526,Premium Loyalists
64,1,221.06,0,-1.1428986374345018,-0.9829893951233083,Dormant Low Spenders
150,2,159.85,0,-1.1880878031122635,-0.41879293555541425,Dormant Low Spenders
40,8,4103.12,2,2.08723902075176,0.4636289975217158,Premium Loyalists
64,1,2626.3,3,0.1897350124904966,-0.1012710845164562,New Active Buyers
429,1,217.03,0,-1.7738957983528632,0.12385315245751702,Dormant Low Spenders
450,1,572.77,0,-1.267687368026204,0.49724794285000806,Dormant Low Spenders
108,5,3403.63,2,1.259190562314515,0.7905502959897209,Premium Loyalists
19,6,1006.53,2,1.3141517202963513,-0.573749412289558,Premium Loyalists
10,3,499.98,3,0.5737138514053349,-1.4273672304373377,New Active Buyers
11,4,1006.8,3,1.1454469406464827,-1.0261826165007868,New Active Buyers
19,2,679.45,3,0.2543842688481679,-1.0953505088826168,New Active Buyers
67,8,3316.24,2,1.806110837669344,0.6858044420074002,Premium Loyalists
571,2,439.1,0,-1.0830390951913478,0.7252315476254313,Dormant Low Spenders
501,4,658.3199999999999,1,-0.3108231886859561,1.0225747958852585,Active Mid Spenders
74,5,1666.8600000000001,1,0.9972076733532416,0.31558953272755663,Active Mid Spenders
5,9,4475.2300000000005,2,2.871280952405797,-0.590435663974661,Premium Loyalists
2,1,196.89,3,-0.1939253865064362,-2.8365956153098644,New Active Buyers
14,7,3408.06,2,2.1998223696041728,-0.24815579642645025,Premium Loyalists
547,1,46.5,0,-2.6755453891719347,-0.277073897695766,Dormant Low Spenders
255,3,986.61,1,-0.0948446148868072,0.6694622283644066,Active Mid Spenders
423,7,1295.25,1,0.5797397488735703,1.3759504547668409,Active Mid Spenders
92,2,720.9,3,-0.2189502892472936,-0.1686082862845837,New Active Buyers
667,3,419.87,1,-0.870197074063051,0.9302548048679549,Active Mid Spenders
449,6,1280.16,1,0.4202068732096168,1.3467138085037107,Active Mid Spenders
374,2,631.6800000000001,1,-0.7484732943546458,0.6059583277757123,Active Mid Spenders
626,1,241.89999999999998,0,-1.8396232034711466,0.384652651999466,Dormant Low Spenders
430,11,3881.89,2,1.571924972138653,1.959690993056436,Premium Loyalists
23,3,1129.14,3,0.7560318972480372,-0.677320890955341,New Active Buyers
24,1,291.88,3,-0.6794813843928739,-1.4472656744156065,New Active Buyers
27,13,4120.04,2,2.657062198093822,0.43932036188441137,Premium Loyalists
259,3,729.8,1,-0.26236892840083476,0.5711306269382462,Active Mid Spenders
166,3,781.6899999999999,1,-0.07984170256612175,0.3347444718544308,Active Mid Spenders
641,1,219.87,0,-1.8986752018239414,0.36465548546509063,Dormant Low Spenders
25,6,2905.93,2,1.7994068530012581,-0.04101631630848161,Premium Loyalists
18,6,1766.72,2,1.6342364686261568,-0.40335236616905545,Premium Loyalists
689,2,148.22,0,-1.7280570287475825,0.4497786400891372,Dormant Low Spenders
625,2,1160.4099999999999,1,-0.5893057176074951,1.1246842429947346,Active Mid Spenders
29,2,183.44,3,-0.583005877556701,-1.322275820892114,New Active Buyers
39,6,4160.0,2,1.8512377420706696,0.34082492374915413,Premium Loyalists
253,5,1153.85,1,0.39794329879173673,0.9032450569374127,Active Mid Spenders
58,6,3097.64,2,1.5644713615096544,0.46465239501091354,Premium Loyalists
446,2,931.12,1,-0.597209955501151,0.8477368480688299,Active Mid Spenders
184,5,1013.35,1,0.4321792594396182,0.6701641806344236,Active Mid Spenders
11,2,1083.71,3,0.6738238928499501,-1.2299592877904053,New Active Buyers
653,1,82.4,0,-2.430060713578171,0.028012576917728047,Dormant Low Spenders
99,2,165.0,0,-1.0356130407840585,-0.6503929538049293,Dormant Low Spenders
1,4,2531.58,2,2.2314723923084427,-1.7531890998877466,Premium Loyalists
464,2,592.24,1,-0.8539051497366998,0.7097488919126962,Active Mid Spenders
61,8,2657.7599999999998,2,1.7171314082394384,0.5524072880514187,Premium Loyalists
236,3,663.79,1,-0.2829811843498809,0.4827674327342305,Active Mid Spenders
191,4,1431.78,1,0.4237613299945862,0.733199945910922,Active Mid Spenders
179,5,2061.4700000000003,1,0.8239472088230382,0.9072669247300605,Active Mid Spenders
38,11,2834.17,2,2.192118659186732,0.4317013125801268,Premium Loyalists
469,5,2215.78,1,0.5473470970418689,1.4985885796546916,Active Mid Spenders
201,4,851.37,1,0.12695277157972634,0.5777829548464122,Active Mid Spenders
417,2,627.82,1,-0.7874604269048848,0.6677436278937395,Active Mid Spenders
46,11,3830.84,2,2.2932593794440135,0.649153906723228,Premium Loyalists
232,2,336.09,0,-0.9316200870317962,0.1008441256445605,Dormant Low Spenders
66,1,140.34,0,-1.3965332593281552,-1.1263533536154542,Dormant Low Spenders
241,3,790.72,1,-0.19559837795802107,0.5574267050103505,Active Mid Spenders
233,11,3019.2200000000003,2,1.6372000269752773,1.5101071528901493,Premium Loyalists
78,3,1122.41,1,0.3611527108466621,0.02260854033785408,Active Mid Spenders
58,5,846.87,1,0.7111737891269055,-0.06724873317303631,Active Mid Spenders
105,4,449.52,1,-0.004973249741656201,-0.02974038937232025,Active Mid Spenders
654,1,154.25,0,-2.0954103864994313,0.2506619288945175,Dormant Low Spenders
52,27,4566.56,2,3.196560223574713,1.1641613857917708,Premium Loyalists
136,3,1269.84,1,0.2466792821888722,0.39102918318827656,Active Mid Spenders
275,2,618.63,1,-0.6589480074285881,0.41789237990197975,Active Mid Spenders
312,1,316.26000000000005,0,-1.4671858902804706,0.07056387640346641,Dormant Low Spenders
11,2,653.33,3,0.4012006241224811,-1.4103366390212035,New Active Buyers
283,6,1320.33,1,0.5881683014938734,1.0865027060228951,Active Mid Spenders
730,1,327.38,0,-1.7274447883725619,0.5826883270081176,Dormant Low Spenders
18,5,1159.11,2,1.252780162036465,-0.6230663574207604,Premium Loyalists
23,4,1466.3,3,1.120195630123104,-0.48367086694455963,New Active Buyers
288,3,2885.11,1,0.4436942193136299,1.1236006252609052,Active Mid Spenders
17,5,780.5,3,1.0574769758851805,-0.795906444374107,New Active Buyers
71,6,1905.39,2,1.2370144234624816,0.4086486218519428,Premium Loyalists
64,1,295.93,3,-0.986187977367684,-0.8793039910694816,New Active Buyers
73,4,4393.63,2,1.3416887811645675,0.5713229945958459,Premium Loyalists
316,5,1639.2,1,0.5143389536213016,1.159013362766744,Active Mid Spenders
3,4,2479.16,2,1.9923268919536161,-1.3521974325517299,Premium Loyalists
244,2,287.05,0,-1.0329253761566808,0.07433332045950529,Dormant Low Spenders
9,8,1114.72,2,1.84857255443897,-0.832640725466061,Premium Loyalists
1,11,4558.29,2,3.4248412319455777,-1.1491631534702873,Premium Loyalists
677,1,282.76,0,-1.781471562241965,0.48621885162471445,Dormant Low Spenders
261,4,713.39,1,-0.05379125917679814,0.6680215909185302,Active Mid Spenders
127,3,824.59,1,0.036372036909062995,0.1970609564288804,Active Mid Spenders
74,4,815.9000000000001,1,0.4297356602629697,-0.021228504837351083,Active Mid Spenders
73,6,1265.82,2,1.007569668105639,0.2789447359627424,Premium Loyalists
21,4,1685.26,2,1.2238188732946915,-0.4853092503974171,Premium Loyalists
60,3,2128.42,1,0.7910670700779777,0.09844239456927315,Active Mid Spenders
86,1,659.4399999999999,3,-0.6508518433323806,-0.4222396737756281,New Active Buyers
78,2,343.21,3,-0.564785361247999,-0.5290530644913659,New Active Buyers
1,3,1093.65,3,1.5557083296149048,-2.153005099376892,New Active Buyers
30,1,125.80000000000001,3,-1.2017238871882596,-1.619252012581003,New Active Buyers
33,6,5101.52,2,2.0146824032584054,0.31784837807538224,Premium Loyalists
41,5,680.1800000000001,3,0.7048351062467902,-0.3456420028513835,New Active Buyers
15,2,628.78,3,0.2860024670755559,-1.2544590555716884,New Active Buyers
738,2,1182.0,1,-0.6339247690388017,1.22904623249498,Active Mid Spenders
34,12,4683.74,2,2.578679665925082,0.5831946353210568,Premium Loyalists
79,2,307.76,3,-0.6275423699040025,-0.5604270168729676,New Active Buyers
634,1,402.97999999999996,0,-1.5694098466955546,0.5736642754661508,Dormant Low Spenders
205,6,1738.52,1,0.8420340426968514,0.9954131420935944,Active Mid Spenders
34,1,210.31,3,-0.9661601290687367,-1.3654827656439035,New Active Buyers
183,3,270.79,0,-0.6821960796941882,0.014416222652523646,Dormant Low Spenders
403,1,89.5,0,-2.227642994637664,-0.2266815810255137,Dormant Low Spenders
1,7,3448.29,2,2.868527264053736,-1.4313048395897143,Premium Loyalists
426,2,717.85,1,-0.722292795370563,0.7280474212111797,Active Mid Spenders
43,12,3112.73,2,2.28312749906767,0.5722720469415488,Premium Loyalists
86,7,1569.3600000000001,2,1.203870191835029,0.5110952275717426,Premium Loyalists
467,3,632.39,1,-0.5327547809470071,0.8664495482905785,Active Mid Spenders
427,2,785.25,1,-0.6747231234830628,0.7614084366138314,Active Mid Spenders
377,17,4006.17,2,2.0378860423298346,2.0761908986892488,Premium Loyalists
634,2,1439.6100000000001,1,-0.4778028312796897,1.209975077433012,Active Mid Spenders
40,6,829.0,2,0.973624723957947,-0.21991382134371307,Premium Loyalists
391,2,374.64,0,-1.0442351170599944,0.44604103063536377,Dormant Low Spenders
12,5,1092.14,2,1.3454625128919164,-0.8679099193711989,Premium Loyalists
408,1,175.53,0,-1.8713174653788374,0.01899984107305414,Dormant Low Spenders
96,3,908.99,1,0.1800365708445929,0.06837826472812851,Active Mid Spenders
26,8,1005.8,2,1.4666472147310257,-0.2839982367281181,Premium Loyalists
383,1,349.51,0,-1.4806362723343518,0.22660269301235753,Dormant Low Spenders
319,2,244.2,0,-1.2075887247262447,0.1742313189680634,Dormant Low Spenders
675,1,517.8,0,-1.4550556275610416,0.6998039576032528,Dormant Low Spenders
380,7,1638.28,1,0.7415251846420311,1.3967209823731583,Active Mid Spenders
429,2,200.82,0,-1.4097318168939794,0.2788615026970254,Dormant Low Spenders
28,13,3032.26,2,2.480229671933065,0.3506326662576141,Premium Loyalists
6,4,605.06,3,1.0483462797811465,-1.525280776446653,New Active Buyers
513,2,990.0,1,-0.6100857227804518,0.951896771676235,Active Mid Spenders
7,1,174.37,3,-0.5815241816346103,-2.3017291586581816,New Active Buyers
216,11,1820.72,2,1.3893216379879558,1.2852513421015272,Premium Loyalists
82,8,4838.18,2,1.9442515730150551,0.9380215878413184,Premium Loyalists
84,2,777.53,3,-0.1486477757533082,-0.19466226846617524,New Active Buyers
19,3,414.8,3,0.27666524432570133,-1.141580911839625,New Active Buyers
41,5,1708.1200000000001,2,1.2009971244448943,-0.01736338216854255,Premium Loyalists
428,4,1083.69,1,0.00935160745493487,1.1076335827100006,Active Mid Spenders
173,1,192.85,0,-1.5398765851158518,-0.45123146579708545,Dormant Low Spenders
17,4,893.78,3,0.9479993117738755,-0.829698962756044,New Active Buyers
243,1,239.49,0,-1.534744605001837,-0.17505241604150726,Dormant Low Spenders
13,26,4546.54,2,3.595419043101627,0.36175200279934916,Premium Loyalists
206,1,1384.25,1,-0.5362857340406271,0.3528889500688543,Active Mid Spenders
50,6,916.47,2,0.9559170862236336,-0.05554670187753071,Premium Loyalists
411,1,421.25,0,-1.4033397019842626,0.33452686748947374,Dormant Low Spenders
23,5,732.0699999999999,3,0.9283996095943005,-0.6492118445058838,New Active Buyers
25,11,3489.28,2,2.4375332283935913,0.2669543102390738,Premium Loyalists
409,1,147.66,0,-1.9647980960823475,-0.04088013790771417,Dormant Low Spenders
15,5,1539.04,2,1.4620715098161796,-0.6232374382010515,Premium Loyalists
406,1,107.75,0,-2.1309935314414883,-0.15676599907137456,Dormant Low Spenders
309,2,280.53000000000003,0,-1.1226309955158915,0.20482811552525015,Dormant Low Spenders
390,2,241.68,0,-1.2790354721788757,0.28862793029303224,Dormant Low Spenders
156,2,1445.031,1,-0.01640398835469337,0.38787223679870314,Active Mid Spenders
307,3,392.45,1,-0.6520278984270785,0.4500018279734845,Active Mid Spenders
531,3,684.54,1,-0.5322164620487861,0.970215205541554,Active Mid Spenders
541,1,131.53,0,-2.1184991576300343,0.08260580895538465,Dormant Low Spenders
64,4,1673.5,1,0.8639064906505661,0.15058328079848599,Active Mid Spenders
16,9,2478.95,2,2.2103987711414255,-0.18747243997876728,Premium Loyalists
15,6,1120.74,2,1.445423881413196,-0.6669233160937562,Premium Loyalists
65,7,2093.94,2,1.4501400563683013,0.45115986610480213,Premium Loyalists
36,4,247.95999999999998,3,0.02113105666034647,-0.8616243738048827,New Active Buyers
53,2,533.32,3,-0.20253191024262812,-0.5963246542551504,New Active Buyers
517,3,818.22,1,-0.4273646827800917,1.0180734389823924,Active Mid Spenders
6,2,697.04,3,0.6132673501554841,-1.7048785459517863,New Active Buyers
400,2,396.71,0,-1.0209042415999274,0.4797912032066605,Dormant Low Spenders
47,5,789.59,3,0.7412775044401841,-0.2137996294589613,New Active Buyers
312,2,518.42,1,-0.7954526412598776,0.4290711064771739,Active Mid Spenders
45,4,1185.14,3,0.7915894695775643,-0.17620593365438164,New Active Buyers
65,4,1025.17,1,0.5947725990840455,-0.01516784578734311,Active Mid Spenders
26,1,164.34,3,-1.0131659241953883,-1.6059525457652692,New Active Buyers
659,1,717.62,0,-1.2714497994401588,0.8019591187884574,Dormant Low Spenders
387,2,522.67,1,-0.8616712820306147,0.5585570607744071,Active Mid Spenders
29,3,280.53999999999996,3,-0.06693985489854588,-1.041800292607234,New Active Buyers
40,2,1078.31,3,0.26722184844644087,-0.507716216440131,New Active Buyers
541,1,236.2,0,-1.804540082879963,0.2903324148413335,Dormant Low Spenders
593,1,167.35,0,-2.0195814285343463,0.22196534271886972,Dormant Low Spenders
12,14,2175.88,2,2.634117305689017,-0.20949131180681732,Premium Loyalists
89,10,3319.53,2,1.9153521321573723,0.9416942754843829,Premium Loyalists
633,1,818.29,0,-1.1875243622543008,0.8250619100417488,Dormant Low Spenders
453,5,1039.8500000000001,1,0.1509665967852903,1.2083856888337727,Active Mid Spenders
24,6,2359.19,2,1.6999214693640836,-0.1384820009512054,Premium Loyalists
568,2,288.1,0,-1.307965661949152,0.5721695371099372,Dormant Low Spenders
40,8,1278.75,2,1.4587074364924335,0.04776991526953682,Premium Loyalists
174,1,177.34,0,-1.5867393082649723,-0.4776141201169854,Dormant Low Spenders
545,2,231.69,0,-1.4114780797937525,0.4703929846567274,Dormant Low Spenders
528,1,112.34,0,-2.1948833223419855,0.012480585652049311,Dormant Low Spenders
117,1,213.85,0,-1.3567277925012078,-0.6433842560023174,Dormant Low Spenders
696,1,658.95,0,-1.3353176859637155,0.8037082387723891,Dormant Low Spenders
31,10,2566.49,2,2.116571243611368,0.24055558708322833,Premium Loyalists
388,1,462.08,0,-1.3346713831655768,0.3336154838013209,Dormant Low Spenders
597,1,301.26,0,-1.7061308659056251,0.43477016580449807,Dormant Low Spenders
253,2,707.04,1,-0.5597018664723438,0.4165405259060371,Active Mid Spenders
59,7,2245.9,2,1.5192418252106226,0.41998550692629577,Premium Loyalists
676,1,310.14,0,-1.7313035632276692,0.518220979645334,Dormant Low Spenders
5,7,2031.78,2,2.2221758846775934,-0.9726131144112339,Premium Loyalists
100,11,3070.42,2,1.9224735624958056,1.0209953463942603,Premium Loyalists
25,8,3648.15,2,2.173598261263834,0.1532977485505524,Premium Loyalists
33,16,5073.47,2,2.8998176801860636,0.7154276887314411,Premium Loyalists
68,4,2999.16,2,1.1588032911316695,0.3938780266435362,Premium Loyalists
37,5,949.12,3,0.9172150890796285,-0.2858693441285346,New Active Buyers
52,3,810.5,3,0.3169493213178479,-0.3286699843783266,New Active Buyers
16,1,122.64,3,-1.017837897313255,-1.9822801917911674,New Active Buyers
74,2,1346.27,1,0.1882988821014267,-0.07270566845741702,Active Mid Spenders
611,1,405.0,0,-1.5545915542558741,0.5537041971365505,Dormant Low Spenders
641,5,1016.47,1,0.024807968076019697,1.4044575214571593,Active Mid Spenders
216,4,514.72,1,-0.16760019151215041,0.4406856734159939,Active Mid Spenders
31,10,2156.77,2,2.022801473382496,0.17851413750941117,Premium Loyalists
16,4,2624.26,2,1.5473345567874928,-0.4792716282041331,Premium Loyalists
120,1,252.1,0,-1.2766097428883934,-0.5701202608472874,Dormant Low Spenders
400,2,326.25,0,-1.126078908106412,0.41020386442382567,Dormant Low Spenders
10,8,3071.68,2,2.363640035818095,-0.4149589983828697,Premium Loyalists
400,8,1764.02,1,0.8824575660260796,1.5062802228627707,Active Mid Spenders
257,6,1678.88,1,0.7492237422422154,1.115599843760231,Active Mid Spenders
17,10,3288.0,2,2.4392911901068857,-0.01011494699502095,Premium Loyalists
35,3,226.85,3,-0.24099782128241143,-1.0098694804863753,New Active Buyers
46,5,2570.85,2,1.384429358814363,0.1947472295405237,Premium Loyalists
488,1,152.2,0,-2.0064983701862893,0.07368881554316005,Dormant Low Spenders
114,6,2280.51,2,1.1799604160128323,0.7486884003761949,Premium Loyalists
165,4,1078.85,1,0.3190670727592759,0.5465375101876097,Active Mid Spenders
11,2,382.14,3,0.11252855586436031,-1.601332452730591,New Active Buyers
206,12,4894.88,2,2.0181655623706196,1.6462897310386428,Premium Loyalists
400,1,314.59,0,-1.5514802839886177,0.21467865348525283,Dormant Low Spenders
603,1,325.24,0,-1.6682349115437363,0.46789795757338487,Dormant Low Spenders
86,11,2250.11,2,1.8039371353512024,0.8221854546151365,Premium Loyalists
179,5,2047.51,1,0.8202840886586732,0.904843272796121,Active Mid Spenders
386,3,1711.6599999999999,1,0.0662312142691532,1.1094363790780013,Active Mid Spenders
60,5,127.89999999999999,3,-0.3157741162037834,-0.7198191343265887,New Active Buyers
149,1,305.02,0,-1.2448314102419509,-0.3757616189854403,Dormant Low Spenders
51,3,413.55,3,-0.03907253285516002,-0.579594584497295,New Active Buyers
75,1,349.7,0,-0.9478166423235649,-0.7277788839778355,Dormant Low Spenders
395,1,194.95,0,-1.8044064956493735,0.03721071033440565,Dormant Low Spenders
301,3,419.92,1,-0.6091598760038097,0.4624932116359464,Active Mid Spenders
19,2,396.92,3,-0.0349846591916807,-1.2868073900650563,New Active Buyers
433,1,240.68,0,-1.7213953079321007,0.1660596239968207,Dormant Low Spenders
151,2,486.82000000000005,1,-0.5918507042940206,-0.01897572986831312,Active Mid Spenders
539,2,243.9,0,-1.3802611050324667,0.4821324439227383,Dormant Low Spenders
405,2,556.1899999999999,1,-0.8431144597501352,0.6074207428343771,Active Mid Spenders
152,1,232.6,0,-1.3969904313739514,-0.46045908460713125,Dormant Low Spenders
494,3,281.26,0,-0.9871361705929262,0.6110664855812941,Dormant Low Spenders
18,4,827.83,3,0.888930322434247,-0.8251606479002732,New Active Buyers
187,1,59.5,0,-2.1933706868696623,-0.8211724508887476,Dormant Low Spenders
458,1,258.6,0,-1.70122745063924,0.22458779500427575,Dormant Low Spenders
286,4,596.98,1,-0.17968882937453232,0.6582515335205736,Active Mid Spenders
3,7,3119.44,2,2.5866218135340087,-1.0586046918496137,Premium Loyalists
183,3,409.04,1,-0.4603973970608173,0.1611662013562189,Active Mid Spenders
635,1,375.5,0,-1.6079236698652057,0.5494516701254384,Dormant Low Spenders
63,2,1259.5,3,0.20453228702960613,-0.1899248063036479,New Active Buyers
59,1,172.25,0,-1.250461308871416,-1.1187337690521766,Dormant Low Spenders
396,1,212.78,0,-1.7582637785567565,0.06977515123872594,Dormant Low Spenders
25,5,3114.4,2,1.6824724140708387,-0.0857131343976829,Premium Loyalists
374,9,2011.82,1,1.080809229061654,1.5611033722300878,Active Mid Spenders
31,16,2770.73,2,2.5935686417938624,0.4638914439840958,Premium Loyalists
422,3,2020.4,1,0.12638579398359814,1.22099807408861,Active Mid Spenders
39,1,151.29999999999998,3,-1.186683766131594,-1.4036583551794277,New Active Buyers
597,2,465.53000000000003,0,-1.0661964061703406,0.7722381742064705,Dormant Low Spenders
155,2,764.15,1,-0.3576098225071294,0.15696301934362708,Active Mid Spenders
26,13,2613.46,2,2.423582579077244,0.2555010818203028,Premium Loyalists
447,1,161.0,0,-1.9475865138704325,0.04201768405102585,Dormant Low Spenders
446,1,135.18,0,-2.0404950879162405,-0.021256833559224825,Dormant Low Spenders
318,2,425.56,0,-0.9079271026682074,0.3699730738833588,Dormant Low Spenders
5,9,2308.06,2,2.514256054172514,-0.8266561662353914,Premium Loyalists
8,7,2035.33,2,2.089824795155785,-0.7330592510061169,Premium Loyalists
303,2,631.17,1,-0.6799064796970243,0.4819823288627222,Active Mid Spenders
267,5,3365.86,1,0.9574271481505345,1.3167057398320194,Active Mid Spenders
271,1,296.88,0,-1.4550269698638796,-0.034664496468347246,Dormant Low Spenders
32,3,509.52,3,0.22273144926744218,-0.7732487759166699,New Active Buyers
219,9,1792.26,1,1.1938282315815938,1.2056249951412823,Active Mid Spenders
247,2,766.42,1,-0.508406488694528,0.4311928383962604,Active Mid Spenders
408,3,743.26,1,-0.4014550517159426,0.8446057100282554,Active Mid Spenders
465,1,161.35,0,-1.9593723038613426,0.06600087702394335,Dormant Low Spenders
269,1,138.28,0,-1.8626253707799794,-0.3103003858934501,Dormant Low Spenders
32,8,1763.3,2,1.7032479948612425,0.03444292054657767,Premium Loyalists
246,2,306.55,0,-1.0002679864551551,0.10249986539718967,Dormant Low Spenders
15,11,2815.25,2,2.48140481801516,-0.09571781505783042,Premium Loyalists
117,4,799.9,1,0.27008341300030303,0.23877078576315663,Active Mid Spenders
36,2,741.54,3,0.09924704050413491,-0.7016739470433372,New Active Buyers
217,6,1209.2,1,0.6277283586378777,0.8992999259038855,Active Mid Spenders
637,1,213.01,0,-1.9136382483621228,0.3497129899657851,Dormant Low Spenders
50,8,1980.56,2,1.6227781623640516,0.33240813225191995,Premium Loyalists
39,2,1079.6599999999999,3,0.27601348384533236,-0.5218209190034615,New Active Buyers
29,8,1080.05,2,1.470389762626405,-0.19651902619253084,Premium Loyalists
37,16,2855.17,2,2.553260921802126,0.575868165288187,Premium Loyalists
436,3,724.73,1,-0.43682208149632457,0.8746291586005337,Active Mid Spenders
136,2,752.6,1,-0.3231185883293186,0.07500273352031346,Active Mid Spenders
219,2,610.59,1,-0.591443042658679,0.27959937467366247,Active Mid Spenders
28,1,491.86,3,-0.4475558830081627,-1.174072785271091,New Active Buyers
411,2,487.03000000000003,0,-0.9194183058472395,0.5687710267291498,Dormant Low Spenders
5,7,2766.21,2,2.388533808561599,-0.862544733944236,Premium Loyalists
200,1,339.59999999999997,0,-1.2833002633084039,-0.16509331022354506,Dormant Low Spenders
396,1,440.93,0,-1.366577721199108,0.3289287219151691,Dormant Low Spenders
18,2,292.2,3,-0.18284121433557082,-1.426017125662257,New Active Buyers
241,5,1597.77,1,0.5892878713353566,0.9908000261858633,Active Mid Spenders
72,3,668.4300000000001,3,0.1078935678009079,-0.20868326705903986,New Active Buyers
17,12,3131.02,2,2.5801192249311105,0.04765594213205683,Premium Loyalists
3,7,1341.6,2,2.131743191289329,-1.3595687342624136,Premium Loyalists
95,2,1156.36,1,0.025196515229022706,0.018542302924450638,Active Mid Spenders
162,2,777.36,1,-0.36280718137158935,0.18893732139134364,Active Mid Spenders
414,1,176.69,0,-1.8725723994874166,0.029918997022817008,Dormant Low Spenders
374,2,249.39999999999998,0,-1.2484096613740228,0.2751824622825507,Dormant Low Spenders
96,9,2268.35,2,1.5900350195763904,0.8070821955091507,Premium Loyalists
